"","title","authors","abstract","categories","submitted","id","doi"
"145","Capacity of Quantum Channels Using Product Measurements","C. King|M. B. Ruskai","  The capacity of a quantum channel for transmission of classical information
depends in principle on whether product states or entangled states are used at
the input, and whether product or entangled measurements are used at the
output. We show that when product measurements are used, the capacity of the
channel is achieved with product input states, so that entangled inputs do not
increase capacity. We show that this result continues to hold if sequential
measurements are allowed, whereby the choice of successive measurements may
depend on the results of previous measurements.
  We also present a new simplified expression which gives an upper bound for
the Shannon capacity of a channel, and which bears a striking resemblance to
the well-known Holevo bound.
","quant-ph|math-ph|math.MP","2000-04-13 15:43:41","quant-ph/0004062v2","10.1063/1.1327598"
"155","Contracting the Wigner-Kernel of a Spin to the Wigner-Kernel of a
  Particle","Jean-Pierre Amiet|Stefan Weigert","  A general relation between the Moyal formalisms for a spin and a particle is
established. Once the formalism has been set up for a spin, the phase-space
description of a particle is obtained from the `contraction' of the group of
rotations to the group of translations. This is shown by explicitly contracting
a spin Wigner-kernel to the Wigner kernel of a particle. In fact, only one out
of 2^{2s} different possible kernels for a spin shows this behaviour.
","quant-ph","2000-04-13 19:27:08","quant-ph/0004060v1","10.1103/PhysRevA.63.012102"
"165","EPR Test with Photons and Kaons: Analogies","N. Gisin|A. Go","  We present a unified formalism describing EPR test using spin 1/2 particles,
photons and kaons. This facilitates the comparison between existing experiments
using photons and kaons. It underlines the similarities between birefringence
and polarization dependent losses that affects experiments using optical fibers
and mixing and decay that are intrinsic to the kaons. We also discuss the
limitation these two characteristics impose on the testing of Bell's
inequality.
","quant-ph","2000-04-14 08:26:19","quant-ph/0004063v1","10.1119/1.1326080"
"175","The Semiclassical Propagator for Spin Coherent States","Michael Stone|Kee-Su Park|Anupam Garg","  We use a continuous-time path integral to obtain the semiclassical propagator
for minimal-spread spin coherent states. We pay particular attention to the
``extra phase'' discovered by Solari and Kochetov, and show that this
correction is related to an anomaly in the fluctuation determinant. We show
that, once this extra factor is included, the semiclassical propagator has the
correct short time behaviour to $O(T^2)$, and demonstrate its consistency under
dissection of the path
","cond-mat|hep-th|quant-ph","2000-04-14 15:53:01","cond-mat/0004247v1","10.1063/1.1320856"
"185","Theory of Decoherence-Free Fault-Tolerant Universal Quantum Computation","Julia Kempe|Dave Bacon|Daniel A. Lidar|K. Birgitta Whaley","  Universal quantum computation on decoherence-free subspaces and subsystems
(DFSs) is examined with particular emphasis on using only physically relevant
interactions. A necessary and sufficient condition for the existence of
decoherence-free (noiseless) subsystems in the Markovian regime is derived here
for the first time. A stabilizer formalism for DFSs is then developed which
allows for the explicit understanding of these in their dual role as quantum
error correcting codes. Conditions for the existence of Hamiltonians whose
induced evolution always preserves a DFS are derived within this stabilizer
formalism. Two possible collective decoherence mechanisms arising from
permutation symmetries of the system-bath coupling are examined within this
framework. It is shown that in both cases universal quantum computation which
always preserves the DFS (*natural fault-tolerant computation*) can be
performed using only two-body interactions. This is in marked contrast to
standard error correcting codes, where all known constructions using one or
two-body interactions must leave the codespace during the on-time of the
fault-tolerant gates. A further consequence of our universality construction is
that a single exchange Hamiltonian can be used to perform universal quantum
computation on an encoded space whose asymptotic coding efficiency is unity.
The exchange Hamiltonian, which is naturally present in many quantum systems,
is thus *asymptotically universal*.
","quant-ph","2000-04-15 23:26:46","quant-ph/0004064v2","10.1103/PhysRevA.63.042307"
"195","Elastic scattering and bound states in the Aharonov-Bohm potential
  superimposed by an attractive $ρ^{-2}$ potential","Juergen Audretsch|Vladimir D. Skarzhinsky|Boris L. Voronov","  We consider the elastic scattering and bound states of charged quantum
particles moving in the Aharonov-Bohm and an attractive $\rho^{-2}$ potential
in a partial wave approach. Radial solutions of the stationary Schr\""{o}dinger
equation are specified in such a way that the Hamiltonian of the problem is
self-adjoint. It is shown that they are not uniquely fixed but depend on open
parameters. The related physical consequences are discussed. The scattering
cross section is calculated and the energy spectrum of bound states is
obtained.
","quant-ph|hep-th","2000-04-17 09:46:02","quant-ph/0004065v2","10.1088/0305-4470/34/2/303"
"205","A Generalized Equivalence Principle","Holger Lyre","  Gauge field theories may quite generally be defined as describing the
coupling of a matter-field to an interaction-field, and they are suitably
represented in the mathematical framework of fiber bundles. Their underlying
principle is the so-called gauge principle, which is based on the idea of
deriving the coupling structure of the fields by satisfying a postulate of
local gauge covariance. The gauge principle is generally considered to be
sufficient to define the full structure of gauge-field theories. This paper
contains a critique of this usual point of view: firstly, by emphazising an
gauge theoretic conventionalism which crucially restricts the conceptual role
of the gauge principle and, secondly, by introducing a new generalized
equivalence principle - the identity of inertial and field charge (as
generalizations of inertial and gravitational mass) - in order to give a
conceptual justification for combining the equations of motion of the
matter-fields and the field equations of the interaction-fields.
","gr-qc|hep-th|quant-ph","2000-04-17 13:42:59","gr-qc/0004054v2","10.1142/S0218271800000694"
"219","Parameters estimation in quantum optics","G. Mauro D'Ariano|Matteo G. A. Paris|Massimiliano F. Sacchi","  We address several estimation problems in quantum optics by means of the
maximum-likelihood principle. We consider Gaussian state estimation and the
determination of the coupling parameters of quadratic Hamiltonians. Moreover,
we analyze different schemes of phase-shift estimation. Finally, the absolute
estimation of the quantum efficiency of both linear and avalanche
photodetectors is studied. In all the considered applications, the Gaussian
bound on statistical errors is attained with a few thousand data.
","quant-ph","2000-04-17 14:36:58","quant-ph/0004066v1","10.1103/PhysRevA.62.023815"
"225","Wavefunction Collapse and Conservation Laws","Philip Pearle","  It is emphasized that the collapse postulate of standard quantum theory can
violate conservation of energy-momentum and there is no indication from where
the energy-momentum comes or to where it goes. Likewise, in the Continuous
Spontaneous Localization (CSL) dynamical collapse model, particles gain energy
on average. In CSL, the usual Schr\""odinger dynamics is altered so that a
randomly fluctuating classical field interacts with quantized particles to
cause wavefunction collapse. In this paper it is shown how to define energy for
the classical field so that the average value of the energy of the field plus
the quantum system {\it is} conserved for the ensemble of collapsing
wavefunctions. While conservation of just the first moment of energy is, of
course, much less than complete conservation of energy, this does support the
idea that the field could provide the conservation law balance when events
occur.
","quant-ph","2000-04-17 19:05:49","quant-ph/0004067v2",""
"235","Decoherence in a single trapped ion due to engineered reservoir","X. X. Yi|D. L. Zhou|C. P. Sun","  The decoherence in trapped ion induced by coupling the ion to the engineered
reservoir is studied in this paper. The engineered reservoir is simulated by
random variations in the trap frequency, and the trapped ion is treated as a
two-level system driven by a far off-resonant plane wave laser field. The
dependence of the decoherence rate on the amplitude of the superposition state
is given.
","quant-ph","2000-04-18 00:21:55","quant-ph/0004068v1","10.1088/1464-4266/3/1/301"
"245","Entanglements and compound states in quantum information theory","Viacheslav P Belavkin|Masanori Ohya","  Quantum entanglements, describing truly quantum couplings, are stu died and
classified from the point of view of quantum compound states. We show that c
lassical-quantum correspondences such as quantum encodings can be treated as
d-entanglements leading to a special class of the separable compound states.
The mutual information of the d-compound and entangled states lead to two di
fferent types of entropies for a given quantum state: the von Neumann entrop y,
which is achieved as the supremum of the information over all d-entanglem ents,
and the dimensional entropy, which is achieved at the standard entangl ement,
the true quantum entanglement, coinciding with a d-entanglement only in the
commutative case. The q-capacity of a quantum noiseless channel, defi ned as
the supremum over all entanglements, is given as the logarithm of the
dimensionality of the input von Neumann algebra. It can double the classical
capacity, achieved as the supremum over all semi-quantum couplings (d-entang
lements, or encodings), which is bounded by the logarithm of the dimensional
ity of a maximal Abelian subalgebra.
","quant-ph","2000-04-18 03:55:06","quant-ph/0004069v1",""
"255","Quantum dynamics and statistics of two coupled down-conversion processes","Ladislav Mista, Jr.|Jiri Herec|Viktor Jelinek|Jaroslav Rehacek|Jan Perina","  In the framework of Heisenberg-Langevin theory the dynamical and statistical
effects arising from the linear interaction of two nondegenerate
down-conversion processes are investigated. Using the strong-pumping
approximation the analytical solution of equations of motion is calculated. The
phenomena reminiscent of Zeno and anti-Zeno effects are examined. The
possibility of phase-controlled and mismatch-controlled switching is
illustrated.
","quant-ph","2000-04-18 11:51:36","quant-ph/0004070v1","10.1088/1464-4266/2/6/304"
"265","Does Anti-Parallel Spin Always Contain more Information ?","Sibasish Ghosh|Anirban Roy|Ujjwal Sen","  We show that the Bloch vectors lying on any great circle is the largest set
S(L) for which the parallel states |n,n> can always be transformed into the
anti-parallel states |n,-n>. Thus more information about the Bloch vector is
not extractable from |n,-n> than from |n,n> by any measuring strategy, for the
Bloch vector belonging to S(L). Surprisingly, the largest set of Bloch vectors
for which the corresponding qubits can be flipped is again S(L). We then show
that probabilistic exact parallel to anti-parallel transformation is not
possible if the corresponding anti-parallel spins span the whole Hilbert space
of the two qubits. These considerations allow us to generalise a conjecture of
Gisin and Popescu (Phys. Rev. Lett. 83 432 (1999)).
","quant-ph","2000-04-18 15:23:43","quant-ph/0004071v2","10.1103/PhysRevA.63.014301"
"275","An Introduction to Quantum Error Correction","Daniel Gottesman","  Quantum states are very delicate, so it is likely some sort of quantum error
correction will be necessary to build reliable quantum computers. The theory of
quantum error-correcting codes has some close ties to and some striking
differences from the theory of classical error-correcting codes. Many quantum
codes can be described in terms of the stabilizer of the codewords. The
stabilizer is a finite Abelian group, and allows a straightforward
characterization of the error-correcting properties of the code. The stabilizer
formalism for quantum codes also illustrates the relationships to classical
coding theory, particularly classical codes over GF(4), the finite field with
four elements.
","quant-ph","2000-04-18 21:23:26","quant-ph/0004072v1",""
"285","Nonclassical correlations between photon number and quadrature
  components of the light field","Holger F. Hofmann","  Finite resolution quantum nondemolition (QND) measurements allow a
determination of light field properties while preserving some of the original
quantum coherence of the input state. It is thus possible to measure
correlations between the photon number and a quadrature component of the same
light field mode. Nonclassical features emerge as photon number quantization is
resolved. In particular, a strong anti-correlation of quantization and
coherence is observable in QND measurements of photon number, and a correlation
between measurement induced quantum jumps and quadrature component measurement
results is obtained in QND measurements of quadrature fluctuations in the
photon vacuum. Such nonclassical correlations represent fundamental quantum
properties of the light field and may provide new insights into the nature of
quantization itself.
","quant-ph","2000-04-19 05:19:14","quant-ph/0004073v1",""
"295","Defect Mass in Gravitational Field and Red Shift of Atomic and Nuclear
  Radiation Spectra","Kh. M. Beshtoev","  It is shown, that radiation spectrum of atoms (or nuclei) in the
gravitational field has a red shift since the effective mass of radiating
electrons (or nucleons) changes in this field. This red shift is equal to the
red shift of radiation spectrum in the gravitational field measured in
existence experiments. The same shift must arise when the photon (or $ \gamma $
quantum) is passing through the gravitational field if it participates in
gravitational interactions (photon has no rest mass). The absence of the double
effect in the experiments, probably, means that photons (or $ \gamma $ quanta)
are passing through the gravitational field without interactions.
","quant-ph","2000-04-19 07:52:32","quant-ph/0004074v1","10.4006/1.3025447"
"305","Decoherence and thermalization dynamics of a quantum oscillator","V. V. Dodonov|S. S. Mizrahi|A. L. de Souza Silva","  We introduce the quantitative measures characterizing the rates of
decoherence and thermalization of quantum systems. We study the time evolution
of these measures in the case of a quantum harmonic oscillator whose relaxation
is described in the framework of the standard master equation, for various
initial states (coherent, `cat', squeezed and number). We establish the
conditions under which the true decoherence measure can be approximated by the
linear entropy $1-{Tr}\hat\rho^2$. We show that at low temperatures and for
highly excited initial states the decoherence process consists of three
distinct stages with quite different time scales. In particular, the `cat'
states preserve 50% of the initial coherence for a long time interval which
increases logarithmically with increase of the initial energy.
","quant-ph","2000-04-19 12:31:55","quant-ph/0004075v1","10.1088/1464-4266/2/3/309"
"319","Quantum Games","J. Eisert|M. Wilkens","  In these lecture notes we investigate the implications of the identification
of strategies with quantum operations in game theory beyond the results
presented in [J. Eisert, M. Wilkens, and M. Lewenstein, Phys. Rev. Lett. 83,
3077 (1999)]. After introducing a general framework, we study quantum games
with a classical analogue in order to flesh out the peculiarities of game
theoretical settings in the quantum domain. Special emphasis is given to a
detailed investigation of different sets of quantum strategies.
","quant-ph","2000-04-19 17:15:03","quant-ph/0004076v1","10.1080/09500340008232180"
"325","Probability in Orthodox Quantum Mechanics: Probability as a Postulate
  Versus Probability as an Emergent Phenomenon","Stephen L. Adler","  The role of probability in quantum mechanics is reviewed, with a discussion
of the ``orthodox'' versus the statistical interpretive frameworks, and of a
number of related issues. After a brief summary of sources of unease with
quantum mechanics, a survey is given of attempts either to give a new
interpretive framework assuming quantum mechanics is exact, or to modify
quantum mechanics assuming it is a very accurate approximation to a more
fundamental theory. This survey focuses particularly on the issues of whether
probabilities in quantum mechanics are postulated or emergent.
","quant-ph","2000-04-19 19:45:38","quant-ph/0004077v1",""
"335","Energy and time as conjugate dynamical variables","M. Grigorescu","  The energy and time variables of the elementary classical dynamical systems
are described geometrically, as canonically conjugate coordinates of an
extended phase-space. It is shown that the Galilei action of the inertial
equivalence group on this space is canonical, but not Hamiltonian equivariant.
Although it has no effect at classical level, the lack of equivariance makes
the Galilei action inconsistent with the canonical quantization. A Hamiltonian
equivariant action can be obtained by assuming that the inertial parameter in
the extended phase-space is quasi-isotropic. This condition leads naturally to
the Lorentz transformations between moving frames as a particular case of
symplectic transformations. The limit speed appears as a constant factor
relating the two additional canonical coordinates to the energy and time. Its
value is identified with the speed of light by using the relationship between
the electromagnetic potentials and the symplectic form of the extended
phase-space.
","math-ph|gr-qc|math.MP|quant-ph","2000-04-19 21:27:57","math-ph/0004025v3","10.1139/cjp-78-11-959"
"345","A spin-coherent semiconductor photo-detector for quantum communication","Rutger Vrijen|Eli Yablonovitch","  We describe how quantum information may be transferred from photon
polarization to electron spin in a semiconductor device. The transfer of
quantum information relies on selection rules for optical transitions, such
that two superposed photon polarizations excite two superposed spin states.
Entanglement of the electron spin state with the spin state of the remaining
hole is prevented by using a single, non-degenerate initial valence band. The
degeneracy of the valence band is lifted by the combination of strain and a
static magnetic field. We give a detailed description of a semiconductor
structure that transfers photon polarization to electron spin coherently, and
allows electron spins to be stored and to be made available for quantum
information processing.
","quant-ph","2000-04-19 22:46:15","quant-ph/0004078v2","10.1016/S1386-9477(00)00296-4"
"355","High Frequency Acousto-electric Single Photon Source","C. L. Foden|V. I. Talyanskii|G. J. Milburn|M. L. Leadbeater|M. Pepper","  We propose a single optical photon source for quantum cryptography based on
the acousto-electric effect. Surface acoustic waves (SAWs) propagating through
a quasi-one-dimensional channel have been shown to produce packets of electrons
which reside in the SAW minima and travel at the velocity of sound. In our
scheme these electron packets are injected into a p-type region, resulting in
photon emission. Since the number of electrons in each packet can be controlled
down to a single electron, a stream of single (or N) photon states, with a
creation time strongly correlated with the driving acoustic field, should be
generated.
","quant-ph|cond-mat.mes-hall","2000-04-20 08:50:05","quant-ph/0004079v1","10.1103/PhysRevA.62.011803"
"365","Vibrational Superposition States Without Rotating Wave Approximation","S. Mancini|H. Moya-Cessa|P. Tombesi","  We propose a scheme to generate superpositions of coherent states for the
vibrational motion of a laser cooled trapped-ion. It is based on the
interaction with a standing wave making use of the counter-rotating terms, i.e.
not applying the rotating wave approximation. We also show that the same scheme
can be exploited for quantum state measurement, i.e. with the same scheme
non-classical states may be reconstructed
","quant-ph","2000-04-20 10:26:56","quant-ph/0004080v1","10.1080/09500340008235136"
"375","A Quantum Approach To Static Games Of Complete Information","Luca Marinatto|Tullio Weber","  We extend the concept of a classical two-person static game to the quantum
domain, by giving an Hilbert structure to the space of classical strategies and
studying the Battle of the Sexes game. We show that the introduction of
entangled strategies leads to a unique solution of this game.
","quant-ph","2000-04-20 12:18:05","quant-ph/0004081v2","10.1016/S0375-9601(00)00441-2"
"385","Special collision dynamics of massless fermions leading to confinement","J. Witters","  This is a theory for the fundamental structure of nature based on spinors as
unique building blocks. Confinement of the spinors in particles is due uniquely
to the dynamics of the collisions between them. The interaction operator
contains only spin and momentum operators. The eigenfunctions of the
interaction operator have negative as well as positive eigenvalues, limited in
magnitude to the Planck energy. Interactions in one-center particles between
spinors with eigenvalues of different sign tend to bring the energy of the
particle closer to zero.
  At the origin of the energy reduction through interaction is the spin
precession, taking place when two spinors of different type come together. The
model can explain the existence of stable particles and all the known forces,
including gravitation.
","quant-ph","2000-04-20 14:06:53","quant-ph/0004082v1",""
"395","Generating entangled atom-photon pairs from Bose-Einstein condensates","M. G. Moore|P. Meystre","  We propose using spontaneous Raman scattering from an optically driven
Bose-Einstein condensate as a source of atom-photon pairs whose internal states
are maximally entangled. Generating entanglement between a particle which is
easily transmitted (the photon) and one which is easily trapped and coherently
manipulated (an ultracold atom) will prove useful for a variety of
quantum-information related applications. We analyze the type of entangled
states generated by spontaneous Raman scattering and construct a geometry which
results in maximum entanglement.
","quant-ph|cond-mat|physics.atom-ph","2000-04-20 22:22:32","quant-ph/0004083v1","10.1103/PhysRevLett.85.5026"
"405","Mixed-state twin observables","F. Herbut|M. Damnjanovic","  Twin observables, i.e. opposite subsystem observables A+ and A- that are
indistinguishable in measurement in a given mixed or pure state W, are
investigated in detail algebraicly and geometrically. It is shown that there is
a far-reaching correspondence between the detectable (in W) spectral entities
of the two operators. Twin observables are state-dependently quantum-logically
equivalent, and direct subsystem measurement of one of them ipso facto gives
rise to the indirect (i.e. distant) measurement of the other. Existence of
nontrivial twins requires singularity of W. Systems in thermodynamic
equilibrium do not admit subsystem twins. These observables may enable one to
simplify the matrix representing W.
","quant-ph","2000-04-21 04:30:00","quant-ph/0004085v1","10.1088/0305-4470/33/34/308"
"419","""Velocities"" in Quantum Mechanics","Toshiki Shimbori|Tsunehiro Kobayashi","  The present paper deals with some kind of quantum ``velocity'' which is
introduced by the method of hydrodynamical analogy. It is found that this
``velocity'' is in general irrotational, namely, a vorticity vanishes, and then
a velocity potential must exist in quantum mechanics. In some elementary
examples of stable systems we will see what the ``velocities'' are. In
particular, the two-dimensional flows of these examples can be expressed by
complex velocity potentials whose real and imaginary parts are the velocity
potentials and stream functions, respectively.
","quant-ph","2000-04-21 08:52:55","quant-ph/0004086v1",""
"425","Connection Between Type A and E Factorizations and Construction of
  Satellite Algebras","A. Del Sol Mesa|C. Quesne","  Recently, we introduced a new class of symmetry algebras, called satellite
algebras, which connect with one another wavefunctions belonging to different
potentials of a given family, and corresponding to different energy
eigenvalues. Here the role of the factorization method in the construction of
such algebras is investigated. A general procedure for determining an so(2,2)
or so(2,1) satellite algebra for all the Hamiltonians that admit a type E
factorization is proposed. Such a procedure is based on the known relationship
between type A and E factorizations, combined with an algebraization similar to
that used in the construction of potential algebras. It is illustrated with the
examples of the generalized Morse potential, the Rosen-Morse potential, the
Kepler problem in a space of constant negative curvature, and, in each case,
the conserved quantity is identified. It should be stressed that the method
proposed is fairly general since the other factorization types may be
considered as limiting cases of type A or E factorizations.
","math-ph|math.MP|quant-ph","2000-04-21 13:29:38","math-ph/0004027v1","10.1088/0305-4470/33/22/309"
"435","Dynamic generation of maximally entangled photon multiplets by adiabatic
  passage","W. Lange|H. J. Kimble","  The adiabatic passage scheme for quantum state synthesis, in which atomic
Zeeman coherences are mapped to photon states in an optical cavity, is extended
to the general case of two degenerate cavity modes with orthogonal
polarization. Analytical calculations of the dressed-state structure and Monte
Carlo wave-function simulations of the system dynamics show that, for a
suitably chosen cavity detuning, it is possible to generate states of photon
multiplets that are maximally entangled in polarization. These states display
nonclassical correlations of the type described by Greenberger, Horne, and
Zeilinger (GHZ). An experimental scheme to realize a GHZ measurement using
coincidence detection of the photons escaping from the cavity is proposed. The
correlations are found to originate in the dynamics of the adiabatic passage
and persist even if cavity decay and GHZ state synthesis compete on the same
time scale. Beyond entangled field states, it is also possible to generate
entanglement between photons and the atom by using a different atomic
transition and initial Zeeman state.
","quant-ph","2000-04-22 00:48:51","quant-ph/0004084v1","10.1103/PhysRevA.61.063817"
"445","Generalized coherent states for SU(n) systems","Kae Nemoto","  Generalized coherent states are developed for SU(n) systems for arbitrary
$n$. This is done by first iteratively determining explicit representations for
the SU(n) coherent states, and then determining parametric representations
useful for applications. For SU(n), the set of coherent states is isomorphic to
a coset space $SU(n)/SU(n-1)$, and thus shows the geometrical structure of the
coset space. These results provide a convenient $(2n - 1)$--dimensional space
for the description of arbitrary SU(n) systems. We further obtain the metric
and measure on the coset space, and show some properties of the SU(n) coherent
states.
","quant-ph|math-ph|math.MP","2000-04-22 06:17:43","quant-ph/0004087v1","10.1088/0305-4470/33/17/307"
"455","Inquiries into the Nature of Free Energy and Entropy in Respect to
  Biochemical Thermodynamics","Clinton D. Stoner","  Free energy and entropy are examined in detail from the standpoint of
classical thermodynamics. The approach is logically based on the fact that
thermodynamic work is mediated by thermal energy through the tendency for
nonthermal energy to convert spontaneously into thermal energy and for thermal
energy to distribute spontaneously and uniformly within the accessible space.
The fact that free energy is a Second-Law, expendable energy that makes it
possible for thermodynamic work to be done at finite rates is emphasized.
Entropy, as originally defined, is pointed out to be the capacity factor for
thermal energy that is hidden with respect to temperature; it serves to
evaluate the practical quality of thermal energy and to account for changes in
the amounts of latent thermal energies in systems maintained at constant
temperature. A major objective was to clarify the means by which free energy is
transferred and conserved in sequences of biological reactions coupled by
freely diffusible intermediates. In achieving this objective it was found
necessary to distinguish between a 'characteristic free energy' possessed by
all First-Law energies in amounts equivalent to the amounts of the energies
themselves and a 'free energy of concentration' that is intrinsically
mechanical and relatively elusive in that it can appear to be free of First-Law
energy. The findings in this regard serve to clarify the fact that the transfer
of chemical potential energy from one repository to another along sequences of
biological reactions of the above sort occurs through transfer of the First-Law
energy as thermal energy and transfer of the Second-Law energy as free energy
of concentration.
","physics.ed-ph|cond-mat.mtrl-sci|physics.bio-ph|physics.chem-ph|quant-ph","2000-04-22 20:15:38","physics/0004055v3","10.3390/e2030106"
"465","Reversing quantum dynamics with near-optimal quantum and classical
  fidelity","H. Barnum|E. Knill","  We consider the problem of reversing quantum dynamics, with the goal of
preserving an initial state's quantum entanglement or classical correlation
with a reference system. We exhibit an approximate reversal operation, adapted
to the initial density operator and the ``noise'' dynamics to be reversed. We
show that its error in preserving either quantum or classical information is no
more than twice that of the optimal reversal operation. Applications to quantum
algorithms and information transmission are discussed.
","quant-ph","2000-04-23 20:25:42","quant-ph/0004088v1",""
"475","General Spinor Structures on Quantum Spaces","Micho Durdevich","  A general theory of quantum spinor structures on quantum spaces is presented,
within the conceptual framework of the formalism of quantum principal bundles.
Quantum analogs of all basic objects of the classical theory are constructed
and analyzed. This includes Laplace and Dirac operators, quantum versions of
Clifford and spinor bundles, a Hodge *-operator, appropriate integration
operators, and mutual relations of these objects. We also present a
self-contained formalism of braided Clifford algebras. Quantum phenomena
appearing in the theory are discussed, including a very interesting example of
the Dirac operator associated to a quantum Hopf fibration.
","math.QA|math.DG|quant-ph","2000-04-24 04:37:36","math/0004143v1",""
"485","Three-particle GHZ correlations without nonlocality","C. S. Unnikrishnan","  The formalism employing local complex amplitudes that resolved the
Einstein-Podolsky-Rosen puzzle (C. S. Unnikrishnan, quant-ph/0001112) is
applied to the three-particle GHZ correlations. We show that the GHZ quantum
correlations can be reproduced without nonlocality.
","quant-ph","2000-04-24 05:51:42","quant-ph/0004089v1",""
"495","Path Integral Methods and Applications","Richard MacKenzie","  These lectures are intended as an introduction to the technique of path
integrals and their applications in physics. The audience is mainly first-year
graduate students, and it is assumed that the reader has a good foundation in
quantum mechanics. No prior exposure to path integrals is assumed, however.
  The path integral is a formulation of quantum mechanics equivalent to the
standard formulations, offering a new way of looking at the subject which is,
arguably, more intuitive than the usual approaches. Applications of path
integrals are as vast as those of quantum mechanics itself, including the
quantum mechanics of a single particle, statistical mechanics, condensed matter
physics and quantum field theory.
  After an introduction including a very brief historical overview of the
subject, we derive a path integral expression for the propagator in quantum
mechanics, including the free particle and harmonic oscillator as examples. We
then discuss a variety of applications, including path integrals in
multiply-connected spaces, Euclidean path integrals and statistical mechanics,
perturbation theory in quantum mechanics and in quantum field theory, and
instantons via path integrals.
  For the most part, the emphasis is on explicit calculations in the familiar
setting of quantum mechanics, with some discussion (often brief and schematic)
of how these ideas can be applied to more complicated situations such as field
theory.
","quant-ph|hep-th","2000-04-24 13:58:03","quant-ph/0004090v1",""
"505","An intuitive Hamiltonian for quantum search","Stephen A. Fenner","  We present new intuition behind Grover's quantum search algorithm by means of
a Hamiltonian. Given a black-box Boolean function f mapping strings of length n
into {0,1} such that f(w) = 1 for exactly one string w, L. K. Grover describes
a quantum algorithm that finds w in O(2^{n/2}) time. Farhi & Gutmann show that
w can also be found in the same amount time by letting the quantum system
evolve according to a simple Hamiltonian depending only on f. Their system
evolves along a path far from that taken by Grover's original algorithm,
however. The current paper presents an equally simple Hamiltonian matching
Grover's algorithm step for step. The new Hamiltonian is similar in appearance
from that of Farhi & Gutmann, but has some important differences, and provides
new intuition for Grover's algorithm itself. This intuition both contrasts with
and supplements other explanations of Grover's algorithm as a rotation in two
dimensions, and suggests that the Hamiltonian-based approach to quantum
algorithms can provide a useful heuristic for discovering new quantum
algorithms.
","quant-ph","2000-04-24 17:51:02","quant-ph/0004091v1",""
"519","Quantum games and quantum algorithms","David A. Meyer","  A quantum algorithm for an oracle problem can be understood as a quantum
strategy for a player in a two-player zero-sum game in which the other player
is constrained to play classically. I formalize this correspondence and give
examples of games (and hence oracle problems) for which the quantum player can
do better than would be possible classically. The most remarkable example is
the Bernstein-Vazirani quantum search algorithm which I show creates no
entanglement at any timestep.
","quant-ph","2000-04-24 21:59:24","quant-ph/0004092v2",""
"525","Teleportation Criteria: Form and Significance","T. C. Ralph","  Our criteria for continuous variable quantum teleportation [T.C.Ralph and
P.K.Lam, Phys.Rev.Lett. {\bf 81}, 5668 (1998)] take the form of sums, rather
than products, of conjugate quadrature measurements of the signal transfer
coefficients and the covariances between the input and output states. We
discuss why they have this form. We also discuss the physical significance of
the covariance inequality.
","quant-ph","2000-04-25 01:26:41","quant-ph/0004093v1",""
"535","Estimation of Buttiker-Landauer traversal time based on the visibility
  of transmission current","Koh'ichiro Hara|Ichiro Ohba","  We present a proposal for the estimation of B\""uttiker-Landauer traversal
time based on the visibility of transmission current. We analyze the tunneling
phenomena with a time-dependent potential and obtain the time-dependent
transmission current. We found that the visibility is directly connected to the
traversal time. Furthermore, this result is valid not only for rectangular
potential barrier but also for general form of potential to which the WKB
approximation is applicable . We compared these results with the numerical
values obtained from the simulation of Nelson's quantum mechanics. Both of them
fit together and it shows our method is very effective to measure
experimentally the traversal time.
","quant-ph","2000-04-25 06:43:53","quant-ph/0004094v4","10.1103/PhysRevA.62.032104"
"545","Teleportation Scheme of S-level Quantum Pure States by Two-level EPRs","Jindong Zhou|Yong-de Zhang","  Unknown quantum pure states of arbitrary but definite S-level of a particle
can be transferred onto a group of remote two-level particles through two-level
EPRs as many as the number of those particles in this group. We construct such
a kind of teleportation, the realization of which need a nonlocal unitary
transformation to the quantum system that is made up of the s-level particle
and all the two-level particles at one end of the EPRs, and measurements to all
the single particles in this system. The unitary transformation to more than
two particles is also written into the product form of two-body unitary
transformations.
","quant-ph","2000-04-25 08:18:26","quant-ph/0004095v1","10.1103/PhysRevA.64.012301"
"555","Canonical Discretization. I. Discrete faces of (an)harmonic oscillator","Alexander Turbiner","  A certain notion of canonical equivalence in quantum mechanics is proposed.
It is used to relate quantal systems with discrete ones. Discrete systems
canonically equivalent to the celebrated harmonic oscillator as well as the
quartic and the quasi-exactly-solvable anharmonic oscillators are found. They
can be viewed as a translation-covariant discretization of the (an)harmonic
oscillator preserving isospectrality. The notion of the $q-$deformation of the
canonical equivalence leading to a dilatation-covariant discretization
preserving polynomiality of eigenfunctions is also presented.
","hep-th|hep-lat|math-ph|math.MP|quant-ph","2000-04-25 11:46:46","hep-th/0004175v1","10.1142/S0217751X01003299"
"565","Enhanced Quantum Estimation via Purification","Holger Mack|Dietmar G. Fischer|Matthias Freyberger","  We analyze the estimation of a finite ensemble of quantum bits which have
been sent through a depolarizing channel. Instead of using the depolarized
qubits directly, we first apply a purification step and show that this improves
the fidelity of subsequent quantum estimation. Even though we lose some qubits
of our finite ensemble the information is concentrated in the remaining
purified ones.
","quant-ph","2000-04-25 12:47:08","quant-ph/0004096v1","10.1103/PhysRevA.62.042301"
