"","title","authors","abstract","categories","submitted","id","doi"
"784","Effect of an inhomogeneous external magnetic field on a quantum dot
  quantum computer","Rogerio de Sousa|Xuedong Hu|S. Das Sarma","  We calculate the effect of an inhomogeneous magnetic field, which is
invariably present in an experimental environment, on the exchange energy of a
double quantum dot artificial molecule, projected to be used as a 2-qubit
quantum gate in the proposed quantum dot quantum computer. We use two different
theoretical methods to calculate the Hilbert space structure in the presence of
the inhomogeneous field: the Heitler-London method which is carried out
analytically and the molecular orbital method which is done computationally.
Within these approximations we show that the exchange energy J changes slowly
when the coupled dots are subject to a magnetic field with a wide range of
inhomogeneity, suggesting swap operations can be performed in such an
environment as long as quantum error correction is applied to account for the
Zeeman term. We also point out the quantum interference nature of this slow
variation in exchange.
","cond-mat.mes-hall|quant-ph","2001-03-20 21:48:36","cond-mat/0103410v2","10.1103/PhysRevA.64.042307"
"794","Classical programmability is enough for quantum circuits universality in
  approximate sense","Alexander Yu. Vlasov","  It was shown by M.A. Nielsen and I.L. Chuang 1997, that it is impossible to
build strictly universal programmable quantum gate array, that could perform
any unitary operation precisely and it was suggested to use probabilistic gate
arrays instead. In present work is shown, that if to use more physical and weak
condition of universality (suggested already in earliest work by D.Deutsch
1985) and to talk about simulation with arbitrary, but finite precision, then
it is possible to build universal programmable gate array. But now the same
no-go theorem by Nielsen and Chuang will have new interesting consequence ---
controlling programs for the gate arrays can be considered as pure classical.
More detailed design of such deterministic quantum gate arrays universal ``in
approximate sense'' is considered in the paper.
","quant-ph","2001-03-20 22:11:36","quant-ph/0103119v1",""
"804","Low energy atomic collision with dipole interactions","B. Deb|L. You","  We apply quantum defect theory to study low energy ground state atomic
collisions including aligned dipole interactions such as those induced by an
electric field. Our results show that coupled even ($l$) relative orbital
angular momentum partial wave channels exhibit shape resonance structures while
odd ($l$) channels do not. We analyze and interpret these resonances within the
framework of multichannel quantum defect theory (MQDT).
","quant-ph","2001-03-20 22:47:56","quant-ph/0103120v2","10.1103/PhysRevA.64.022717"
"817","On the Measurement of Qubits","Daniel F. V. James|Paul G. Kwiat|William J. Munro|Andrew G. White","  We describe in detail the theory underpinning the measurement of density
matrices of a pair of quantum two-level systems (``qubits''). Our particular
emphasis is on qubits realized by the two polarization degrees of freedom of a
pair of entangled photons generated in a down-conversion experiment; however
the discussion applies in general, regardless of the actual physical
realization. Two techniques are discussed, namely a tomographic reconstruction
(in which the density matrix is linearly related to a set of measured
quantities) and a maximum likelihood technique which requires numerical
optimization (but has the advantage of producing density matrices which are
always non-negative definite). In addition a detailed error analysis is
presented, allowing errors in quantities derived from the density matrix, such
as the entropy or entanglement of formation, to be estimated. Examples based on
down-conversion experiments are used to illustrate our results.
","quant-ph","2001-03-21 00:47:10","quant-ph/0103121v1","10.1103/PhysRevA.64.052312"
"824","Quantum authentication of classical messages","Marcos Curty|David J. Santos","  Although key distribution is arguably the most studied context on which to
apply quantum cryptographic techniques, message authentication, i.e.,
certifying the identity of the message originator and the integrity of the
message sent, can also benefit from the use of quantum resources. Classically,
message authentication can be performed by techniques based on hash functions.
However, the security of the resulting protocols depends on the selection of
appropriate hash functions, and on the use of long authentication keys. In this
paper we propose a quantum authentication procedure that, making use of just
one qubit as the authentication key, allows the authentication of binary
classical messages in a secure manner.
","quant-ph","2001-03-21 11:02:44","quant-ph/0103122v2","10.1103/PhysRevA.64.062309"
"834","Superposition of macroscopic numbers of atoms and molecules","John Calsamiglia|Matt Mackie|Kalle-Antti Suominen","  We theoretically examine photoassociation of a non-ideal Bose-Einstein
condensate, focusing on evidence for a macroscopic superposition of atoms and
molecules. This problem raises an interest because, rather than two states of a
given object, an atom-molecule system is a seemingly impossible macroscopic
superposition of different objects. Nevertheless, photoassociation enables
coherent intraparticle conversion, and we thereby propose a viable scheme for
creating a superposition of a macroscopic number of atoms with a macroscopic
number of molecules.
","cond-mat.soft|physics.atom-ph|physics.chem-ph|quant-ph","2001-03-21 13:16:20","cond-mat/0103437v2","10.1103/PhysRevLett.87.160403"
"844","Quantum message authentication codes","Howard Barnum","  This paper has been withdrawn because of an error in the proof of Lemma 1.
Without Lemma 1, the result of the main theorem (with the same proof, but
omitting the use of Lemma 1 to extend things to general attacks) only holds for
attacks in which the attacker applies a tensor product of Pauli matrices (for
qubits) or generalized Pauli matrices. The resulting theorem is still relevant
for quantum message authentication, but the very strong result claimed in
earlier versions of this paper does not hold. These matters will be addressed
further in joint work with Claude Crepeau, Daniel Gottesman, Adam Smith, and
Alain Tapp. Thanks to them and to Debbie Leung for spotting the error.
","quant-ph","2001-03-21 15:21:14","quant-ph/0103123v3",""
"854","A Dirac-type equation for spacelike neutrinos","Tsao Chang","  Based on experimental evidences supporting the hypothesis that neutrinos
might be spacelike particles, a new Dirac-type equation is proposed and a
spin-1/2 spacelike quantum theory is developed. The new Dirac-type equation
provides a solution for the puzzle of negative mass-square of neutrinos. This
equation can be written in two spinor equations coupled together via nonzero
mass while respecting maximum parity violation, and it reduces to one Weyl
equation in the massless limit. Some peculiar features of spacelike neutrino
are discussed in this theoretical framework.
","quant-ph","2001-03-21 19:47:54","quant-ph/0103124v1",""
"864","Polarization instabilities in a two-photon laser","Olivier Pfister|William J. Brown|Michael D. Stenner|Daniel J. Gauthier","  We describe the operating characteristics of a new type of quantum oscillator
that is based on a two-photon stimulated emission process. This two-photon
laser consists of spin-polarized and laser-driven $^{39}$K atoms placed in a
high-finesse transverse-mode-degenerate optical resonator, and produces a beam
with a power of $\sim $0.2 $\mu $W at a wavelength of 770 nm. We observe
complex dynamical instabilities of the state of polarization of the two-photon
laser, which are made possible by the atomic Zeeman degeneracy. We conjecture
that the laser could emit polarization-entangled twin beams if this degeneracy
is lifted.
","quant-ph|nlin.CD","2001-03-21 21:43:07","quant-ph/0103125v1","10.1103/PhysRevLett.86.4512"
"874","Irreversibility and dissipation in neutral B-meson decays","F. Benatti|R. Floreanini|R. Romano","  The propagation and decay of neutral B-mesons can be described in terms of
quantum dynamical semigroups; they provide generalized time-evolutions that
take into account possible non-standard effects leading to loss of phase
coherence and dissipation. These effects can be fully parametrized in terms of
six phenomenological constants. A detailed analysis of selected B-meson decays
shows that present and future dedicated experiments, both at colliders and
B-factories, will be able to put stringent bounds on these non-standard
parameters.
","hep-ph|hep-th|quant-ph","2001-03-22 09:24:47","hep-ph/0103239v1","10.1016/S0550-3213(01)00143-2"
"884","On the Incompatibility of Standard Quantum Mechanics and the de
  Broglie-Bohm Theory","Partha Ghose","  It is shown that the de Broglie-Bohm quantum theory of multi-particle systems
is incompatible with the standard quantum theory of such systems unless the
former is ergodic. A realistic experiment is suggested to distinguish between
the two theories.
","quant-ph","2001-03-22 10:35:52","quant-ph/0103126v8","10.1007/s12043-002-0136-y"
"894","Universal quantum processors with arbitrary radix n","Alexander Yu. Vlasov","  Here is discussed the Hamiltonian approach to construction of deterministic
universal (in approximate sense) programmable quantum circuits with qubits or
any other quantum systems with dimension of Hilbert space is $n \ge 2$.
","quant-ph","2001-03-22 10:40:05","quant-ph/0103127v1",""
"904","Potential approximations to $δ'$: an inverse Klauder phenomenon
  with norm-resolvent convergence","Pavel Exner|Hagen Neidhardt|Valentin Zagrebnov","  We show that there is a family Schroedinger operators with scaled potentials
which approximates the $\delta'$-interaction Hamiltonian in the norm-resolvent
sense. This approximation, based on a formal scheme proposed by Cheon and
Shigehara, has nontrivial convergence properties which are in several respects
opposite to those of the Klauder phenomenon.
","math-ph|math.MP|quant-ph","2001-03-22 12:19:38","math-ph/0103027v2","10.1007/s002200100567"
"917","Compressibility of Mixed-State Signals","Masato Koashi|Nobuyuki Imoto","  We present a formula that determines the optimal number of qubits per message
that allows asymptotically faithful compression of the quantum information
carried by an ensemble of mixed states. The set of mixed states determines a
decomposition of the Hilbert space into the redundant part and the irreducible
part. After removing the redundancy, the optimal compression rate is shown to
be given by the von Neumann entropy of the reduced ensemble.
","quant-ph","2001-03-22 13:15:40","quant-ph/0103128v1","10.1103/PhysRevLett.87.017902"
"924","Entropy production and wave packet dynamics in the Fock space of closed
  chaotic many-body systems","V. V. Flambaum|F. M. Izrailev","  Highly excited many-particle states in quantum systems such as nuclei, atoms,
quantum dots, spin systems, quantum computers etc., can be considered as
``chaotic'' superpositions of mean-field basis states (Slater determinants,
products of spin or qubit states). This is due to a very high level density of
many-body states that are easily mixed by a residual interaction between
particles (quasi-particles). For such systems, we have derived simple
analytical expressions for the time dependence of energy width of wave packets,
as well as for the entropy, number of principal basis components and inverse
participation ratio, and tested them in numerical experiments. It is shown that
the energy width $\Delta (t)$ increases linearly and very quickly saturates.
The entropy of a system increases quadratically, $S(t) \sim t^2$ at small
times, and after, can grow linearly, $S(t) \sim t$, before the saturation.
Correspondingly, the number of principal components determined by the entropy,
$N_{pc} \sim exp{(S(t))}$, or by the inverse participation ratio, increases
exponentially fast before the saturation. These results are explained in terms
of a cascade model which describes the flow of excitation in the Fock space of
basis components. Finally, a striking phenomenon of damped oscillations in the
Fock space at the transition to an equilibrium is discussed.
","quant-ph|cond-mat.stat-mech|nlin.CD|nucl-th","2001-03-23 01:22:07","quant-ph/0103129v1","10.1103/PhysRevE.64.036220"
"934","Asymptotics of eigenvalues of the Schroedinger operator with a strong
  delta-interaction on a loop","Pavel Exner|Kazushi Yoshitomi","  In this paper we investigate the operator
$H_{\beta}=-\Delta-\beta\delta(\cdot-\Gamma)$ in $L^{2}({\Bbb R}^{2})$, where
$\beta>0$ and $\Gamma$ is a closed $C^{4}$ Jordan curve in ${\Bbb R}^{2}$. We
obtain the asymptotic form of each eigenvalue of $H_{\beta}$ as $\beta$ tends
to infinity. We also get the asymptotic form of the number of negative
eigenvalues of $H_{\beta}$ in the strong coupling asymptotic regime.
","math-ph|math.MP|quant-ph","2001-03-23 08:46:35","math-ph/0103029v1","10.1016/S0393-0440(01)00071-7"
"944","Multiple-path interferometer with a single quantum obstacle","H. Schomerus|Y. Noat|J. Dalibard|C. W. J. Beenakker","  We consider the scattering of particles by an obstacle which tunnels
coherently between two positions. We show that the obstacle mimics two
classical scatterers at fixed positions when the kinetic energy epsilon of the
incident particles is smaller than the tunnel splitting Delta: If the obstacles
are arranged in parallel, one observes an interference pattern as in the
conventional double-slit experiment. If they are arranged in series, the
observations conform with a Fabry-Perot interferometer. At larger epsilon
inelastic processes result in more complex interference phenomena. Interference
disappears when epsilon >> Delta, but can be recovered if only the elastic
scattering channel is detected. We discuss the realization of a quantum
obstacle in mesoscopic systems.
","cond-mat.mes-hall|quant-ph","2001-03-23 12:42:56","cond-mat/0103491v1","10.1209/epl/i2002-00512-5"
"954","Quantum mechanics of layers with a finite number of point perturbations","Pavel Exner|Katerina Nemcova","  We study spectral and scattering properties of a spinless quantum particle
confined to an infinite planar layer with hard walls containing a finite number
of point perturbations. A solvable character of the model follows from the
explicit form of the Hamiltonian resolvent obtained by means of Krein's
formula. We prove the existence of bound states, demonstrate their properties,
and find the on-shell scattering operator. Furthermore, we analyze the
situation when the system is put into a homogeneous magnetic field
perpendicular to the layer; in that case the point interactions generate
eigenvalues of a finite multiplicity in the gaps of the free Hamiltonian
essential spectrum.
","math-ph|cond-mat|math.MP|quant-ph","2001-03-23 13:08:37","math-ph/0103030v1","10.1063/1.1431710"
"964","Spatial evolution of short pulses under coherent population trapping","V. G. Arkhipkin|I. V. Timofeev","  Spatial and temporal evolution is studied of two powerful short laser pulses
having different wavelengths and interacting with a dense three-level
Lambda-type optical medium under coherent population trapping. A general case
of unequal oscillator strengths of the transitions is considered. Durations of
the probe pulse and the coupling pulse $T_{1,2}$ ($T_2>T_1$) are assumed to be
shorter than any of the relevant atomic relaxation times. We propose analytical
and numerical solutions of a self-consistent set of coupled Schr\""{o}dinger
equations and reduced wave equations in the adiabatic limit with the account of
the first non-adiabatic correction. The adiabaticity criterion is also
discussed with the account of the pulse propagation. The dynamics of
propagation is found to be strongly dependent on the ratio of the transition
oscillator strengths. It is shown that envelopes of the pulses slightly change
throughout the medium length at the initial stage of propagation. This distance
can be large compared to the one-photon resonant absorption length. Eventually,
the probe pulse is completely reemitted into the coupling pulse during
propagation. The effect of localization of the atomic coherence has been
observed similar to the one predicted by Fleischhauer and Lukin (PRL, {\bf 84},
5094 (2000).
","quant-ph","2001-03-23 13:23:00","quant-ph/0103130v2","10.1103/PhysRevA.64.053811"
"974","A classification of incomparable states","Spmshubhro Bandyopadhyay|Vwani P. Roychowdhury|Ujjwal Sen","  Let (\{| \psi> ,| \phi>}) be an incomparable pair of states ((| \psi
\nleftrightarrow | \phi>)), \emph, i.e., (| \psi>) and (| \phi>) cannot be
transformed to each other with probability one by local transformations and
classical communication (LOCC). We show that incomparable states can be
multiple-copy transformable, \emph, i.e., there can exist a \emph{k}, such that
(| \psi> ^{\otimes k+1}\to | \phi> ^{\otimes k+1}), i.e., (k+1) copies of (|
\psi>) can be transformed to (k+1) copies of (| \phi>) with probability one by
LOCC but (| \psi> ^{\otimes n}\nleftrightarrow | \phi> ^{\otimes n} \forall
n\leq k). We call such states \emph{k}-copy LOCC incomparable. We provide a
necessary condition for a given pair of states to be \emph{k}-copy LOCC
incomparable for some \emph{k}. We also show that there exist states that are
neither \emph{k}-copy LOCC incomparable for any \emph{k} nor catalyzable even
with multiple copies. We call such states strongly incomparable. We give a
sufficient condition for strong incomparability.
  We demonstrate that the optimal probability of a conclusive transformation
involving many copies, (p_{max}(| \psi> ^{\otimes m}\to | \phi> ^{\otimes m}))
can decrease exponentially with the number of source states (m), even if the
source state has \emph{more} entropy of entanglement.
","quant-ph","2001-03-23 13:51:22","quant-ph/0103131v1","10.1103/PhysRevA.65.052315"
"984","A general mathematical structure for the time-reversal operator","Mario Alberto Castagnino|Adolfo Ramon Ordoniez|Daniela Beatriz Emmanuele","  The aim of this work is the mathematical analysis of the physical
time-reversal operator and its definition as a geometrical structure\QTR{bf}{,
}in such a way that it could be generalized to the purely mathematical realm.
Rigorously, only having such a ``time-reversal structure'' it can be decided
whether a dynamical system is time-symmetric or not.\QTR{it}{\}The
``time-reversal structures'' of several important physical and mathematical
examples are presented, showing that there are some mathematical categories
whose objects are the (classical or abstract) ``time-reversal systems'' and
whose morphisms generalize the Wigner transformation.
","quant-ph","2001-03-23 15:01:32","quant-ph/0103132v1",""
"994","The survival of quantum coherence in deformed states superposition","Stefano Mancini|Vladimir I. Man'ko","  We study the dissipative dynamics of deformed coherent states superposition.
We find that such kind of superposition can be more robust against decoherence
than the usual Schrodinger cat states.
","quant-ph","2001-03-24 06:36:57","quant-ph/0103133v1","10.1209/epl/i2001-00333-0"
"1004","Comment on ``Experimental Separation of Geometric and Dynamical Phases
  Using Neutron Interferometry""","Rajendra Bhandari","  We analyse a recently reported neutron interference experiment to measure a
geometric phase and attempt to bring out the inadequacy of the ``phase modulo
2\pi"" approach to the geometric phase. A modified neutron interferometer
experiment to observe 2n\pi phase changes of topological origin resulting from
closed circuits around singularities in the parameter space of the experiment
is proposed.
","quant-ph","2001-03-24 15:05:47","quant-ph/0103134v1",""
"118","Orthomodular Lattices and a Quantum Algebra","Norman D. Megill|Mladen Pavicic","  We show that one can formulate an algebra with lattice ordering so as to
contain one quantum and five classical operations as opposed to the standard
formulation of the Hilbert space subspace algebra. The standard orthomodular
lattice is embeddable into the algebra. To obtain this result we devised
algorithms and computer programs for obtaining expressions of all quantum and
classical operations within an orthomodular lattice in terms of each other,
many of which are presented in the paper. For quantum disjunction and
conjunction we prove their associativity in an orthomodular lattice for any
triple in which one of the elements commutes with the other two and their
distributivity for any triple in which a particular one of the elements
commutes with the other two. We also prove that the distributivity of symmetric
identity holds in Hilbert space, although it remains an open problem whether it
holds in all orthomodular lattices, as it does not fail in any of over 50
million Greechie diagrams we tested.
","quant-ph|math-ph|math.MP|math.QA","2001-03-24 17:35:36","quant-ph/0103135v2",""
"218","The Covariant Stark Effect","M. C. Land|L. P. Howitz","  This paper examines the Stark effect, as a first order perturbation of
manifestly covariant hydrogen-like bound states. These bound states are
solutions to a relativistic Schr\""odinger equation with invariant evolution
parameter, and represent mass eigenstates whose eigenvalues correspond to the
well-known energy spectrum of the non-relativistic theory. In analogy to the
nonrelativistic case, the off-diagonal perturbation leads to a lifting of the
degeneracy in the mass spectrum. In the covariant case, not only do the
spectral lines split, but they acquire an imaginary part which is lnear in the
applied electric field, thus revealing induced bound state decay in first order
perturbation theory. This imaginary part results from the coupling of the
external field to the non-compact boost generator. In order to recover the
conventional first order Stark splitting, we must include a scalar potential
term. This term may be understood as a fifth gauge potential, which compensates
for dependence of gauge transformations on the invariant evolution parameter.
","quant-ph|hep-th|math-ph|math.MP","2001-03-25 09:51:32","quant-ph/0103136v1","10.1023/A:1017516119084"
"318","Separability Properties of Three-mode Gaussian States","Geza Giedke|Barbara Kraus|Maciej Lewenstein|J. Ignacio Cirac","  We derive a necessary and sufficient condition for the separability of
tripartite three mode Gaussian states, that is easy to check for any such
state. We give a classification of the separability properties of those systems
and show how to determine for any state to which class it belongs. We show that
there exist genuinely tripartite bound entangled states and point out how to
construct and prepare such states.
","quant-ph","2001-03-25 19:05:31","quant-ph/0103137v2","10.1103/PhysRevA.64.052303"
"418","Squeezed light from spin squeezed atoms","U. V. Poulsen|K. Molmer","  We propose to produce pulses of strongly squeezed light by Raman scattering
of a strong laser pulse on a spin squeezed atomic sample. We prove that the
emission is restricted to a single field mode which perfectly inherits the
quantum correlations of the atomic system.
","quant-ph","2001-03-25 21:57:32","quant-ph/0103138v1","10.1103/PhysRevLett.87.123601"
"518","Just How Final are Today's Quantum Structures?","Paul Busch","  I present a selection of conceptual and mathematical problems in the
foundations of modern physics as they derive from the title question.
Contribution to a panel session, ""Springer Forum: Quantum Structures --
Physical, Mathematical and Epistemological Problems"", held at the Biannual
Symposium of the International Quantum Structures Association, Liptovsky Jan,
September 1998. To appear in journal: Soft Computing (2001).
","quant-ph","2001-03-26 09:22:28","quant-ph/0103139v1","10.1007/s005000100095"
"618","Light-shift-induced quantum gates for ions in thermal motion","Daniel Jonathan|Martin B. Plenio","  An effective interaction between trapped ions in thermal motion can be
generated by illuminating them simultaneously with a single laser resonant with
the ionic carrier frequency. The ac Stark-shift induces simultaneous `virtual'
two-phonon transitions via several motional modes. Within a certain laser
intensity range these transitions can interfere constructively, resulting in a
relatively fast, heating-resistant two-qubit logic gate.
","quant-ph","2001-03-26 10:04:33","quant-ph/0103140v1","10.1103/PhysRevLett.87.127901"
"718","Magnetic transport in a straight parabolic channel","P. Exner|A. Joye|H. Kovarik","  We study a charged two-dimensional particle confined to a straight
parabolic-potential channel and exposed to a homogeneous magnetic field under
influence of a potential perturbation $W$. If $W$ is bounded and periodic along
the channel, a perturbative argument yields the absolute continuity of the
bottom of the spectrum. We show it can have any finite number of open gaps
provided the confining potential is sufficiently strong. However, if $W$
depends on the periodic variable only, we prove by Thomas argument that the
whole spectrum is absolutely continuous, irrespectively of the size of the
perturbation. On the other hand, if $W$ is small and satisfies a weak
localization condition in the the longitudinal direction, we prove by Mourre
method that a part of the absolutely continuous spectrum persists.
","math-ph|cond-mat.mes-hall|math.MP|quant-ph|81Q10","2001-03-26 12:30:56","math-ph/0103036v1","10.1088/0305-4470/34/45/312"
"818","Scaling properties of cavity-enhanced atom cooling","Peter Horak|Helmut Ritsch","  We extend an earlier semiclassical model to describe the dissipative motion
of N atoms coupled to M modes inside a coherently driven high-finesse cavity.
The description includes momentum diffusion via spontaneous emission and cavity
decay. Simple analytical formulas for the steady-state temperature and the
cooling time for a single atom are derived and show surprisingly good agreement
with direct stochastic simulations of the semiclassical equations for N atoms
with properly scaled parameters. A thorough comparison with standard free-space
Doppler cooling is performed and yields a lower temperature and a cooling time
enhancement by a factor of M times the square of the ratio of the atom-field
coupling constant to the cavity decay rate. Finally it is shown that laser
cooling with negligible spontaneous emission should indeed be possible,
especially for relatively light particles in a strongly coupled field
configuration.
","quant-ph","2001-03-26 13:26:43","quant-ph/0103141v1","10.1103/PhysRevA.64.033422"
"918","Inseparability criteria for demonstration of the Einstein-Podolsky-Rosen
  gedanken experiment","M. D. Reid","  It is shown that a criterion used to demonstrate realization of the 1935
  Einstein-Podolsky-Rosen (EPR) gedanken experiment is sufficient to
demonstrate quantum entanglement.
  A further set of measurable criteria sufficient to demonstrate EPR gedanken
experiment is proposed, these being the set of criteria sufficient to
demonstrate entanglement, by way of a measured violation of a necessary
condition of separability. In this way, provided the spatial separation of
systems is sufficient to ensure EPR's locality hypothesis, it is shown how a
measured demonstration of entanglement will, at least, be equivalent to a
demonstration of the EPR gedanken experiment. Using hidden variables it is
explained how such demonstrations are a direct manifestation of the
inconsistency of local realism with quantum mechanics.
","quant-ph","2001-03-26 13:36:54","quant-ph/0103142v2",""
"105","Shot noise in coupled dots and the ""fractional charges""","Brahim Elattari|S. A. Gurvitz","  We consider the problem of shot noise in resonant tunneling through double
quantum dots in the case of interacting particles. Using a many-body quantum
mechanical description we evaluate the energy dependent transmission
probability, the total average current and the shot noise spectrum. Our results
show that the obtained reduction of the noise spectrum, due to Coulomb
interaction, can be interpret in terms of non--interacting particles with
fractional charge like behavior.
","cond-mat|nlin.CD|quant-ph","2001-03-26 14:40:00","cond-mat/0103532v2","10.1016/S0375-9601(01)00802-7"
"119","Tachyons, Quanta, and Chaos","Mark P Davidson","  It is shown using numerical simulation that classical charged tachyons have
several features normally thought to be unique to quantum mechanics. Spin-like
self-orbiting helical motions are shown to exist at discrete values for the
velocity of the tachyon in Feynman-Wheeler electrodynamics and in normal causal
electrodynamics more complex closed orbits also appear to exist. Tunneling
behavior of the classical tachyon is observed at classical turning points
depending on the angle of incidence. The equations of motion appear to be
chaotic and effectively indeterministic when the tachyon crosses its own past
light cone. It is argued that self-interacting tachyons moving in a tight helix
would behave causally, and that they could be a basis for a hidden variable
description of quantum mechanics. A procedure is proposed which could determine
the fine structure constant.
","quant-ph|physics.comp-ph","2001-03-26 20:34:19","quant-ph/0103143v2",""
"125","Performance of Photon-Pair Quantum Key Distribution Systems","Z. Walton|A. V. Sergienko|M. Atature|B. E. A. Saleh|M. C. Teich","  We analyze the quantitative improvement in performance provided by a novel
quantum key distribution (QKD) system that employs a correlated photon source
(CPS) and a photon-number resolving detector (PNR). Our calculations suggest
that given current technology, the CPR implementation offers an improvement of
several orders of magnitude in secure bit rate over previously described
implementations.
","quant-ph","2001-03-26 23:26:24","quant-ph/0103145v1","10.1080/09500340108235497"
"135","Ipso-information-transfer","John V. Corbett|Dipankar Home","  A tripartite system with entangled non-orthogonal states is used to transfer
retrievable or usable information without requiring an external channel,
ipso-information-transfer (IIT). The non-Schmidt decomposable entanglement
couples two independent interactions through which the information is
transferred between a pair of non-interacting components of the system. We
outline a dynamical model of IIT using localised particles. Implications for
quantum nonlocality are raised.
","quant-ph","2001-03-27 06:36:08","quant-ph/0103146v1",""
"145","Resonance absolute quantum reflection at selected energies","V. M. Chabanov|B. N. Zakhariev","  The possibility of the resonance reflection (100 % at maximum) is revealed.
The corresponding exactly solvable models with the controllable numbers of
resonances, their positions and widths are presented.
","quant-ph","2001-03-27 08:17:03","quant-ph/0103148v1","10.1103/PhysRevLett.87.160408"
"155","Transmission of a Cartesian Frame by a Quantum System","Asher Peres|Petra F. Scudo","  A single quantum system, such as a hydrogen atom, can transmit a Cartesian
coordinate frame (three axes). For this it has to be prepared in a
superposition of states belonging to different irreducible representations of
the rotation group. The algorithm for decoding such a state is presented, and
the fidelity of transmission is evaluated.
","quant-ph","2001-03-27 09:53:02","quant-ph/0103149v3","10.1103/PhysRevLett.87.167901"
"165","The zero energy quantum informtaiton processing","Miroljub Dugic","  In contradistinction with some plausible statements of the information
theory, we point out the possibility of the zero energy quantum information
processing. Particularly, we investigate the rate of the entanglement formation
in the operation of the quantum ""oracles"" employing the ""quantum parallelism"",
and we obtain that the relative maximum of the rate of the operation
distinguishes the zero average energy of interaction in the composite system
""input register + output register"". This result is reducible to neither of the
previously obtained bounds, and therefore represents a new bound for the
nonorthogonal state transformations in the quantum information theory.
","quant-ph","2001-03-27 12:23:12","quant-ph/0103150v3",""
"175","Jump time and passage time: the duration of a quantum transition","L. S. Schulman","  Under unitary evolution, systems move gradually from state to state. An
unstable atom has amplitude in its original state after many lifetimes
($\tau_L$). But in the laboratory, transitions seem to go instantaneously, as
suggested by the term ""quantum jump.""
  The problem studied here is whether the ""jump"" can be assigned a duration, in
theory and in experiment. Two characteristic times are defined, jump time
($\tau_J$) and passage time ($\tau_P$). Both use Zeno time, $\tau_Z$, defined
in terms of $H$ and its initial state as $\tau_Z \equiv \hbar/\sqrt{<\psi|
(H-E_\psi)^2 |\psi>}$, with $E_\psi \equiv <\psi|H|\psi>$.
  $\tau_J$ is defined in terms of the time needed to slow (\`a la the quantum
Zeno effect) the decay: $\tau_J \equiv \tau_Z^2/\tau_L$. It appears in several
contexts. It is related to tunneling time in barrier penetration. Its inverse
is the bandwidth of the Hamiltonian, in a time-energy uncertainty principle.
$\tau_J$ is also an indicator of the duration of the quadratic decay regime in
both experiment and in numerical calculations (cf. Fig.~2 of PRA 57,1509
(1998).)
  The passage time, $\tau_P$, arises from unitary evolution sans
interpretation. It is based on a bound of Fleming (Nuov. Cim. 16 A, 232
(1973)): for any $H$ and $\psi$ a system cannot evolve to a state orthogonal to
$\psi$ for $t< \tau_P \equiv \pi \tau_Z/2$. By including apparatus in $H$,
$\tau_P$ limits the observation of decay according to the quantum measurement
ideas proposed in ""Time's Arrows and Quantum Measurement,"" Cambridge U. Press,
1997, thereby allowing an experimental test of these ideas.
","quant-ph","2001-03-27 14:22:06","quant-ph/0103151v1",""
"185","New Approach to Quantum Field Theory for Arbitrary Observers in
  Electromagnetic Backgrounds","Carl E. Dolby|Stephen F. Gull","  A reformulation of fermionic QFT in electromagnetic backgrounds is presented
which uses methods analogous to those of conventional multiparticle quantum
mechanics. Emphasis is placed on the (Schr\""odinger picture) states of the
system, described in terms of Slater determinants of Dirac states, and not on
the field operator $\hat{\psi}(x)$ (which is superfluous in this approach). The
vacuum state `at time $\tau$' is defined as the Slater determinant of a basis
for the span of the negative spectrum of the `first quantized' Hamiltonian
$\hat{H}(\tau)$, thus providing a concrete realisation of the Dirac Sea. The
general S-matrix element of the theory is derived in terms of time-dependent
Bogoliubov coefficients, demonstrating that the S-matrix follows directly from
the definition of inner product between Slater determinants. The process of
`Hermitian extension', inherited directly from conventional multiparticle
quantum mechanics, allows second quantized operators to be defined without
appealing to a complete set of orthonormal modes, and provides an extremely
straightforward derivation of the general expectation value of the theory. The
concept of `radar time', advocated by Bondi in his work on k-calculus, is used
to generalise the particle interpretation to an arbitrarily moving observer. A
definition of particle results, which depends {\it only} on the observer's
motion and the background present, not on any choice of coordinates or gauge,
or of the particle detector. We relate this approach to conventional methods by
comparing and contrasting various derivations. Our particle definition can be
viewed as a generalisation to arbitrary observers of Gibbons' approach.
","hep-th|gr-qc|quant-ph","2001-03-27 17:01:27","hep-th/0103228v1","10.1006/aphy.2001.6177"
"195","Giant non-linearities accompanying electromagnetically induced
  transparency","Le-Man Kuang|Guang-Hong Chen|Yong-Shi Wu","  We develop a fully quantum treatment of electromagnetically induced
transparency (EIT) in a vapor of three-level $\Lambda$-type atoms. Both the
probe and coupling lasers with arbitrary intensities are quantized, and treated
on the same footing. In addition to reproducing known results on ultraslow
pulse propagation at the lowest order in the ratio of their Rabi frequencies,
our treatment uncovers that the atomic medium with EIT exhibits giant Kerr as
well as higher order non-linearities. Enhancement of many orders of magnitude
is predicted for higher-order refractive-index coefficients.
","quant-ph|cond-mat|hep-th|physics.optics","2001-03-27 19:20:03","quant-ph/0103152v2",""
